epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.0483628511428833,
0,71,,,1.0168651342391968
0,71,1.0813270807266235,,
1,99,,0.9441052675247192,
1,143,,,0.8858697414398193
1,143,0.940567672252655,,
2,149,,0.8559028506278992,
2,199,,0.7942913770675659,
2,215,,,0.7698665261268616
2,215,0.8167211413383484,,
3,249,,0.7816134691238403,
3,287,,,0.6670386791229248
3,287,0.7075254321098328,,
4,299,,0.6257727146148682,
4,349,,0.5549963712692261,
4,359,,,0.5762434601783752
4,359,0.6111714243888855,,
5,399,,0.49994319677352905,
5,431,,,0.49616655707359314
5,431,0.5262337923049927,,
6,449,,0.492093026638031,
6,499,,0.4068531095981598,
6,503,,,0.42591920495033264
6,503,0.45169898867607117,,
7,549,,0.34282010793685913,
7,575,,,0.3646083474159241
7,575,0.38666221499443054,,
8,599,,0.32179996371269226,
8,647,,,0.3116636872291565
8,647,0.33019885420799255,,
9,649,,0.29363319277763367,
9,699,,0.2599378526210785,
9,719,,,0.26603832840919495
9,719,0.28159183263778687,,
10,749,,0.23050126433372498,
10,791,,,0.22716648876667023
10,791,0.23999492824077606,,
11,799,,0.21371382474899292,
11,849,,0.19454312324523926,
11,863,,,0.19424286484718323
11,863,0.2047199010848999,,
12,899,,0.16567711532115936,
12,935,,,0.1667095422744751
12,935,0.17504636943340302,,
13,949,,0.15537847578525543,
13,999,,0.1513773798942566,
13,1007,,,0.14377300441265106
13,1007,0.15033026039600372,,
14,1049,,0.1388598531484604,
14,1079,,,0.1249799057841301
14,1079,0.1299206167459488,,
15,1099,,0.11056705564260483,
15,1149,,0.11365774273872375,
15,1151,,,0.10957297682762146
15,1151,0.11325719952583313,,
16,1199,,0.0970190241932869,
16,1223,,,0.09723066538572311
16,1223,0.09978508949279785,,
17,1249,,0.08311095833778381,
17,1295,,,0.08736871927976608
17,1295,0.08903415501117706,,
18,1299,,0.0901879221200943,
18,1349,,0.0789584368467331,
18,1367,,,0.07963354885578156
18,1367,0.08054520934820175,,
19,1399,,0.07189113646745682,
19,1439,,,0.07358089834451675
19,1439,0.07393203675746918,,
