epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.1757913827896118,
0,71,,,1.0812519788742065
0,71,1.2758032083511353,,
1,99,,0.9792598485946655,
1,143,,,0.7997328042984009
1,143,0.9463982582092285,,
2,149,,0.7567310333251953,
2,199,,0.6497673988342285,
2,215,,,0.5875536799430847
2,215,0.6962913870811462,,
3,249,,0.5436468720436096,
3,287,,,0.4290785789489746
3,287,0.5089314579963684,,
4,299,,0.42364731431007385,
4,349,,0.29995352029800415,
4,359,,,0.3101680278778076
4,359,0.3690875172615051,,
5,399,,0.2388831079006195,
5,431,,,0.22162005305290222
5,431,0.26481953263282776,,
6,449,,0.21172349154949188,
6,499,,0.15736716985702515,
6,503,,,0.15597881376743317
6,503,0.1875009536743164,,
7,549,,0.11841969937086105,
7,575,,,0.108297199010849
7,575,0.13083545863628387,,
8,599,,0.08549750596284866,
8,647,,,0.07431454211473465
8,647,0.09004402160644531,,
9,649,,0.07937279343605042,
9,699,,0.049174144864082336,
9,719,,,0.050635192543268204
9,719,0.061377331614494324,,
10,749,,0.044170789420604706,
10,791,,,0.03461169824004173
10,791,0.041721731424331665,,
11,799,,0.03287787362933159,
11,849,,0.026702094823122025,
11,863,,,0.02401510253548622
11,863,0.028606470674276352,,
12,899,,0.019049616530537605,
12,935,,,0.017212141305208206
12,935,0.020058585330843925,,
13,949,,0.018263276666402817,
13,999,,0.012346599251031876,
13,1007,,,0.012865819968283176
13,1007,0.014613805338740349,,
14,1049,,0.010001414455473423,
14,1079,,,0.010135683231055737
14,1079,0.011183008551597595,,
15,1099,,0.009240652434527874,
15,1149,,0.008621533401310444,
15,1151,,,0.008401773869991302
15,1151,0.009021933190524578,,
16,1199,,0.006765240337699652,
16,1223,,,0.007241229992359877
16,1223,0.007633984554558992,,
17,1249,,0.0071393465623259544,
17,1295,,,0.006430026609450579
17,1295,0.006693280767649412,,
18,1299,,0.006153446156531572,
18,1349,,0.0052614579908549786,
18,1367,,,0.005813175812363625
18,1367,0.006010654382407665,,
19,1399,,0.0055161225609481335,
19,1439,,,0.005306309089064598
19,1439,0.0054701813496649265,,
