epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.9327744245529175,
0,71,,,0.7982536554336548
0,71,0.9385368227958679,,
1,99,,0.6849251389503479,
1,143,,,0.5952513813972473
1,143,0.7034136652946472,,
2,149,,0.615710437297821,
2,199,,0.5084033608436584,
2,215,,,0.43497925996780396
2,215,0.5196875333786011,,
3,249,,0.3920134902000427,
3,287,,,0.3106614351272583
3,287,0.37582841515541077,,
4,299,,0.31187623739242554,
4,349,,0.2226097583770752,
4,359,,,0.21662545204162598
4,359,0.2656170427799225,,
5,399,,0.182034432888031,
5,431,,,0.14748376607894897
5,431,0.18323250114917755,,
6,449,,0.1468541920185089,
6,499,,0.1057688295841217,
6,503,,,0.097702257335186
6,503,0.12329685688018799,,
7,549,,0.08105296641588211,
7,575,,,0.06323762238025665
7,575,0.0808866024017334,,
8,599,,0.05311565846204758,
8,647,,,0.0399780198931694
8,647,0.05182423070073128,,
9,649,,0.04032106697559357,
9,699,,0.030079679563641548,
9,719,,,0.02482752315700054
9,719,0.03249622881412506,,
10,749,,0.01917860098183155,
10,791,,,0.015171040780842304
10,791,0.02004217356443405,,
11,799,,0.014696255326271057,
11,849,,0.010668215341866016,
11,863,,,0.009269509464502335
11,863,0.012243792414665222,,
12,899,,0.007799794897437096,
12,935,,,0.0057037342339754105
12,935,0.007497513201087713,,
13,949,,0.005766483023762703,
13,999,,0.003597050439566374,
13,1007,,,0.0036017398815602064
13,1007,0.004657700192183256,,
14,1049,,0.003055448643863201,
14,1079,,,0.0023554395884275436
14,1079,0.0029765029903501272,,
15,1099,,0.0020617216359823942,
15,1149,,0.0017933924682438374,
15,1151,,,0.001604017917998135
15,1151,0.00197424553334713,,
16,1199,,0.0012326242867857218,
16,1223,,,0.001129358308389783
16,1223,0.00136286998167634,,
17,1249,,0.000950436107814312,
17,1295,,,0.0008215199923142791
17,1295,0.0009717151988297701,,
18,1299,,0.0007676259847357869,
18,1349,,0.000698908232152462,
18,1367,,,0.0006075897836126387
18,1367,0.0007091904990375042,,
19,1399,,0.00046845816541463137,
19,1439,,,0.00045098992995917797
19,1439,0.0005240463651716709,,
