epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.02553023211658001,
0,71,,,0.012445654720067978
0,71,0.06262753903865814,,
1,99,,0.0055430568754673,
1,143,,,0.0005502799176611006
1,143,0.004999200813472271,,
2,149,,0.0003756076912395656,
2,199,,0.00018117501167580485,
2,215,,,0.00011037903459509835
2,215,0.00020620466966647655,,
3,249,,8.234053530031815e-05,
3,287,,,6.501995085272938e-05
3,287,8.663457992952317e-05,,
4,299,,8.139225974446163e-05,
4,349,,4.379606616566889e-05,
4,359,,,4.7222180000972e-05
4,359,5.7747907703742385e-05,,
5,399,,4.641043778974563e-05,
5,431,,,3.669846773846075e-05
5,431,4.35188012488652e-05,,
6,449,,4.599159728968516e-05,
6,499,,2.5802482923609205e-05,
6,503,,,2.7357535145711154e-05
6,503,3.472893877187744e-05,,
7,549,,2.7579249945119955e-05,
7,575,,,2.3459871954401024e-05
7,575,2.7615476938080974e-05,,
8,599,,1.946523116203025e-05,
8,647,,,2.0553274225676432e-05
8,647,2.3651182345929556e-05,,
9,649,,1.8932529201265424e-05,
9,699,,2.2500698833027855e-05,
9,719,,,1.7269960153498687e-05
9,719,2.030292853305582e-05,,
10,749,,1.5764906493132003e-05,
10,791,,,1.5497722415602766e-05
10,791,1.7746097000781447e-05,,
11,799,,1.7592967196833342e-05,
11,849,,1.800214158720337e-05,
11,863,,,1.3571840099757537e-05
11,863,1.5844181689317338e-05,,
12,899,,1.3892827155359555e-05,
12,935,,,1.1981560419371817e-05
12,935,1.4167143490340095e-05,,
13,949,,1.6816220522741787e-05,
13,999,,1.51499325511395e-05,
13,1007,,,1.0782697245304007e-05
13,1007,1.256158429896459e-05,,
14,1049,,1.112975223804824e-05,
14,1079,,,9.689966645964887e-06
14,1079,1.1210504453629255e-05,,
15,1099,,9.175489140034188e-06,
15,1149,,1.001393138722051e-05,
15,1151,,,8.776505637797527e-06
15,1151,1.014409826893825e-05,,
16,1199,,1.0218165698461235e-05,
16,1223,,,8.224926205002703e-06
16,1223,9.245492037734948e-06,,
17,1249,,8.168597560143098e-06,
17,1295,,,7.667548743484076e-06
17,1295,8.707059350854252e-06,,
18,1299,,7.242625997605501e-06,
18,1349,,7.400354206765769e-06,
18,1367,,,6.976460099394899e-06
18,1367,7.743040441710036e-06,,
19,1399,,5.253117706160992e-06,
19,1439,,,6.397879133146489e-06
19,1439,7.207194812508533e-06,,
