epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,1.0723466873168945,
0,71,,,0.9339605569839478
0,71,1.1132725477218628,,
1,99,,0.8229652047157288,
1,143,,,0.6933816075325012
1,143,0.8255704045295715,,
2,149,,0.7258670926094055,
2,199,,0.6029720306396484,
2,215,,,0.5124335289001465
2,215,0.6104366779327393,,
3,249,,0.447101891040802,
3,287,,,0.3742843568325043
3,287,0.44844385981559753,,
4,299,,0.3528693616390228,
4,349,,0.2805692255496979,
4,359,,,0.26950445771217346
4,359,0.3252194821834564,,
5,399,,0.22192467749118805,
5,431,,,0.19026248157024384
5,431,0.2320656031370163,,
6,449,,0.17600476741790771,
6,499,,0.13039429485797882,
6,503,,,0.13200397789478302
6,503,0.16262267529964447,,
7,549,,0.11544506251811981,
7,575,,,0.09022220969200134
7,575,0.1120680645108223,,
8,599,,0.09022623300552368,
8,647,,,0.060946274548769
8,647,0.07621977478265762,,
9,649,,0.06280075013637543,
9,699,,0.044123854488134384,
9,719,,,0.041074082255363464
9,719,0.051463089883327484,,
10,749,,0.03761189803481102,
10,791,,,0.027981679886579514
10,791,0.034792955964803696,,
11,799,,0.02849525399506092,
11,849,,0.022267231717705727,
11,863,,,0.019441768527030945
11,863,0.023871060460805893,,
12,899,,0.015503345988690853,
12,935,,,0.014016822911798954
12,935,0.016835805028676987,,
13,949,,0.014918592758476734,
13,999,,0.01100677065551281,
13,1007,,,0.010577148757874966
13,1007,0.012362778186798096,,
14,1049,,0.009804240427911282,
14,1079,,,0.008366432040929794
14,1079,0.009507616981863976,,
15,1099,,0.007532724179327488,
15,1149,,0.006089364644140005,
15,1151,,,0.0068953800946474075
15,1151,0.007640236523002386,,
16,1199,,0.006382473744452,
16,1223,,,0.005849898327142
16,1223,0.006367030553519726,,
17,1249,,0.005656113848090172,
17,1295,,,0.005056523252278566
17,1295,0.0054365056566894054,,
18,1299,,0.004811746068298817,
18,1349,,0.005149369593709707,
18,1367,,,0.004413164686411619
18,1367,0.004710425157099962,,
19,1399,,0.004082337021827698,
19,1439,,,0.0038579031825065613
19,1439,0.004107038956135511,,
